Grid ID,X-Permutation,O-Permutation,Knot Type,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
G139,"(0, 1, 2, 9, 6, 8, 7, 3, 4, 5)","(2, 3, 7, 4, 0, 5, 9, 6, 8, 1)",10n28,-2,-1,--,--,G135
G140,"(0, 6, 8, 1, 5, 4, 2, 3, 7, 9)","(4, 2, 3, 7, 8, 6, 5, 9, 0, 1)",10n28,-2,-1,--,--,G144
G141,"(0, 1, 9, 2, 5, 8, 6, 7, 3, 4)","(2, 6, 3, 7, 0, 1, 9, 4, 5, 8)",10n28,-2,-1,--,--,?
G142,"(0, 2, 1, 9, 7, 8, 3, 4, 5, 6)","(5, 8, 4, 2, 0, 6, 7, 9, 1, 3)",10n28,-2,-1,--,--,G134
G143,"(0, 6, 4, 5, 7, 8, 9, 2, 3, 1)","(2, 1, 8, 3, 9, 0, 4, 6, 7, 5)",10n28,-2,-1,--,--,G133
G144,"(0, 1, 9, 2, 3, 5, 8, 7, 4, 6)","(4, 7, 3, 5, 6, 0, 1, 9, 8, 2)",10n28,-2,-1,--,--,G140
G145,"(0, 7, 8, 9, 2, 3, 5, 6, 4, 1)","(3, 1, 6, 7, 4, 8, 0, 2, 9, 5)",10n28,-2,-1,--,--,G149
G146,"(0, 7, 5, 3, 4, 6, 8, 9, 1, 2)","(4, 1, 8, 7, 2, 9, 0, 3, 5, 6)",10n28,-2,-1,--,--,?
G147,"(0, 6, 7, 8, 3, 4, 5, 2, 1, 9)","(8, 9, 1, 4, 5, 6, 0, 7, 3, 2)",10n28,-2,-1,--,--,G148
G148,"(0, 1, 2, 7, 8, 9, 5, 6, 4, 3)","(4, 9, 0, 1, 3, 6, 7, 2, 8, 5)",10n28,-2,-1,--,--,G147
G149,"(0, 1, 3, 7, 4, 5, 9, 8, 6, 2)","(5, 6, 8, 0, 2, 3, 4, 1, 9, 7)",10n28,-2,-1,--,--,G145
G150,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(6, 3, 4, 5, 7, 0, 2, 9, 1, 8)",10n28,-2,-1,--,--,G136
G151,"(0, 1, 4, 6, 5, 7, 3, 8, 9, 2)","(3, 5, 9, 2, 0, 1, 6, 4, 7, 8)",10n28,-2,-1,--,--,G137
G152,"(0, 2, 9, 8, 1, 3, 4, 7, 5, 6)","(4, 8, 7, 5, 6, 0, 1, 3, 9, 2)",10n28,-2,1,--,--,G164
G153,"(0, 9, 7, 8, 4, 5, 6, 1, 2, 3)","(8, 5, 1, 6, 7, 0, 2, 3, 4, 9)",10n28,-2,1,--,--,G161
G154,"(0, 7, 5, 6, 8, 9, 2, 3, 4, 1)","(6, 2, 9, 1, 3, 7, 4, 5, 0, 8)",10n28,-2,1,--,--,G170
G155,"(0, 7, 9, 2, 3, 4, 8, 5, 1, 6)","(8, 4, 5, 6, 1, 2, 3, 0, 7, 9)",10n28,-2,1,--,--,G167
G156,"(0, 8, 9, 2, 3, 4, 6, 7, 5, 1)","(6, 4, 5, 7, 1, 2, 8, 3, 0, 9)",10n28,-2,1,--,--,G160
G157,"(0, 2, 9, 7, 8, 3, 4, 5, 6, 1)","(4, 8, 5, 1, 6, 7, 2, 0, 3, 9)",10n28,-2,1,--,--,G166
G158,"(0, 1, 3, 4, 6, 8, 9, 7, 5, 2)","(6, 7, 9, 2, 3, 0, 5, 4, 1, 8)",10n28,-2,1,--,--,?
G159,"(0, 1, 7, 8, 6, 9, 2, 5, 3, 4)","(6, 9, 0, 5, 3, 4, 7, 1, 8, 2)",10n28,-2,1,--,--,?
G160,"(0, 7, 2, 8, 9, 3, 5, 6, 4, 1)","(5, 3, 4, 6, 7, 8, 1, 2, 0, 9)",10n28,-2,1,--,--,G156
G161,"(0, 8, 7, 4, 5, 6, 1, 2, 3, 9)","(7, 6, 2, 9, 3, 4, 5, 8, 0, 1)",10n28,-2,1,--,--,G153
G162,"(0, 8, 9, 7, 1, 2, 4, 3, 6, 5)","(7, 4, 6, 3, 5, 8, 0, 1, 2, 9)",10n28,-2,1,--,--,G171
G163,"(0, 6, 1, 3, 2, 4, 5, 8, 9, 7)","(5, 2, 8, 9, 7, 0, 3, 4, 6, 1)",10n28,-2,1,--,--,G169
G164,"(0, 2, 6, 7, 5, 4, 8, 1, 3, 9)","(8, 9, 0, 4, 3, 1, 2, 6, 7, 5)",10n28,-2,1,--,--,G152
G165,"(0, 3, 4, 9, 5, 7, 6, 8, 1, 2)","(4, 5, 8, 6, 1, 2, 0, 3, 7, 9)",10n28,-2,1,--,--,G168
G166,"(0, 1, 2, 3, 8, 9, 7, 5, 4, 6)","(3, 5, 7, 9, 0, 6, 4, 2, 8, 1)",10n28,-2,1,--,--,G157
G167,"(0, 1, 2, 8, 7, 9, 6, 3, 4, 5)","(4, 7, 9, 6, 0, 5, 1, 8, 2, 3)",10n28,-2,1,--,--,G155
G168,"(0, 2, 1, 3, 9, 6, 4, 5, 7, 8)","(7, 9, 4, 8, 5, 2, 0, 1, 3, 6)",10n28,-2,1,--,--,G165
G169,"(0, 1, 3, 5, 7, 6, 8, 9, 4, 2)","(5, 6, 8, 2, 4, 9, 0, 3, 1, 7)",10n28,-2,1,--,--,G163
G170,"(0, 6, 4, 3, 7, 8, 5, 9, 1, 2)","(5, 3, 1, 8, 9, 0, 2, 4, 6, 7)",10n28,-2,1,--,--,G154
G171,"(0, 8, 9, 7, 1, 2, 4, 3, 6, 5)","(7, 2, 6, 3, 4, 5, 0, 8, 1, 9)",10n28,-2,1,--,--,G162
G1171,"(0, 4, 3, 2, 9, 6, 5, 7, 8, 1)","(2, 1, 8, 5, 4, 0, 9, 3, 6, 7)",m10n28,-8,-1,--,--,G1176
G1172,"(0, 7, 6, 1, 5, 8, 9, 4, 3, 2)","(5, 3, 8, 7, 9, 0, 2, 1, 6, 4)",m10n28,-8,-1,--,--,G1173
G1173,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(3, 2, 7, 8, 1, 5, 0, 9, 6, 4)",m10n28,-8,-1,--,--,G1172
G1174,"(0, 2, 3, 6, 5, 4, 9, 8, 7, 1)","(4, 8, 1, 2, 7, 6, 5, 3, 0, 9)",m10n28,-8,-1,--,--,G1175
G1175,"(0, 9, 6, 4, 3, 2, 7, 8, 1, 5)","(8, 2, 1, 0, 5, 4, 3, 6, 7, 9)",m10n28,-8,-1,--,--,G1174
G1176,"(0, 3, 4, 6, 5, 9, 8, 7, 2, 1)","(2, 5, 8, 1, 7, 6, 3, 0, 9, 4)",m10n28,-8,-1,--,--,G1171
G1177,"(0, 4, 7, 8, 3, 2, 1, 9, 6, 5)","(6, 8, 9, 2, 1, 0, 5, 4, 3, 7)",m10n28,-8,1,--,--,G1179
G1178,"(0, 3, 4, 6, 5, 2, 9, 8, 7, 1)","(4, 5, 8, 2, 1, 7, 6, 3, 0, 9)",m10n28,-8,1,--,--,G1180
G1179,"(0, 4, 3, 2, 7, 6, 5, 8, 9, 1)","(2, 1, 8, 6, 5, 4, 9, 0, 3, 7)",m10n28,-8,1,--,--,G1177
G1180,"(0, 9, 4, 3, 2, 6, 5, 7, 8, 1)","(7, 2, 1, 8, 5, 4, 0, 3, 6, 9)",m10n28,-8,1,--,--,G1178
G1181,"(0, 9, 8, 3, 4, 7, 1, 6, 5, 2)","(8, 6, 1, 0, 2, 3, 5, 4, 9, 7)",m10n28,-8,1,--,--,G1182
G1182,"(0, 1, 9, 4, 3, 5, 6, 8, 7, 2)","(8, 6, 3, 2, 7, 1, 4, 5, 0, 9)",m10n28,-8,1,--,--,G1181
G172,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 0, 2, 9, 8, 7, 6)",10n29,-17,-2,--,--,G172
G173,"(0, 7, 9, 6, 8, 5, 4, 3, 2, 1)","(4, 1, 3, 0, 2, 9, 7, 8, 6, 5)",10n29,-17,-2,--,--,G173
G174,"(0, 7, 6, 8, 4, 3, 2, 5, 1, 9)","(5, 3, 2, 1, 0, 9, 7, 8, 6, 4)",10n29,-17,0,G175,G174,G175
G175,"(0, 1, 9, 7, 6, 5, 8, 3, 2, 4)","(6, 5, 4, 3, 2, 0, 1, 9, 7, 8)",10n29,-17,0,G174,G175,G174
G176,"(0, 9, 7, 6, 3, 8, 5, 2, 4, 1)","(5, 4, 3, 2, 0, 1, 9, 7, 8, 6)",10n29,-17,0,G177,G176,G177
G177,"(0, 6, 5, 4, 2, 9, 3, 1, 8, 7)","(3, 1, 9, 0, 8, 7, 6, 5, 4, 2)",10n29,-17,0,G176,G177,G176
G178,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(5, 4, 3, 2, 9, 1, 0, 8, 6, 7)",10n29,-17,2,--,--,G178
G179,"(0, 9, 8, 7, 6, 3, 5, 2, 4, 1)","(6, 5, 3, 4, 2, 9, 1, 8, 0, 7)",10n29,-17,2,--,--,G179
G1183,"(0, 2, 4, 5, 3, 6, 7, 9, 8, 1)","(7, 8, 9, 1, 0, 2, 4, 5, 3, 6)",m10n29,7,0,G1183,G1183,G1183
G182,"(0, 1, 4, 8, 5, 7, 3, 6, 9, 2)","(3, 6, 9, 2, 0, 1, 8, 4, 5, 7)",10n30,-4,-1,--,--,G183
G183,"(0, 2, 3, 1, 8, 4, 6, 9, 7, 5)","(4, 6, 7, 5, 2, 9, 0, 3, 1, 8)",10n30,-4,-1,--,--,G182
G184,"(0, 8, 6, 9, 1, 7, 4, 2, 3, 5)","(7, 4, 2, 5, 6, 3, 0, 8, 9, 1)",10n30,-4,1,--,--,G185
G185,"(0, 3, 6, 9, 5, 7, 4, 8, 1, 2)","(5, 7, 8, 4, 1, 2, 0, 3, 6, 9)",10n30,-4,1,--,--,G184
G1188,"(0, 7, 9, 8, 5, 1, 4, 2, 6, 3)","(4, 2, 6, 3, 0, 7, 9, 8, 1, 5)",m10n30,-6,-1,--,--,G1189
G1189,"(0, 9, 7, 2, 4, 6, 3, 1, 5, 8)","(4, 3, 1, 5, 8, 0, 7, 6, 9, 2)",m10n30,-6,-1,--,--,G1188
G1190,"(0, 7, 1, 9, 2, 8, 5, 4, 6, 3)","(8, 2, 5, 4, 6, 3, 0, 7, 1, 9)",m10n30,-6,1,--,--,G1191
G1191,"(0, 3, 7, 5, 2, 4, 6, 1, 9, 8)","(6, 9, 2, 1, 8, 0, 3, 7, 5, 4)",m10n30,-6,1,--,--,G1190
G186,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 0, 2, 8, 9, 6, 7)",10n31,-15,-2,--,--,G186
G187,"(0, 2, 9, 1, 8, 6, 7, 4, 5, 3)","(4, 6, 3, 5, 2, 0, 1, 9, 8, 7)",10n31,-15,-2,--,--,G187
G188,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 9, 2, 8, 0, 7, 6)",10n31,-15,-2,--,--,G188
G189,"(0, 4, 2, 9, 8, 1, 7, 5, 6, 3)","(8, 7, 5, 6, 3, 4, 2, 0, 1, 9)",10n31,-15,0,G190,G189,G190
G190,"(0, 7, 4, 6, 2, 3, 1, 9, 8, 5)","(3, 1, 9, 0, 7, 8, 6, 5, 4, 2)",10n31,-15,0,G189,G190,G189
G191,"(0, 8, 7, 9, 6, 2, 4, 5, 1, 3)","(4, 5, 2, 3, 1, 0, 8, 9, 7, 6)",10n31,-15,0,G192,G191,G192
G192,"(0, 4, 1, 2, 9, 7, 6, 8, 5, 3)","(7, 8, 5, 6, 4, 3, 1, 2, 0, 9)",10n31,-15,0,G191,G192,G191
G193,"(0, 7, 2, 9, 8, 6, 4, 5, 1, 3)","(6, 4, 5, 3, 1, 2, 0, 9, 7, 8)",10n31,-15,0,G194,G193,G194
G194,"(0, 1, 9, 5, 8, 7, 4, 2, 6, 3)","(5, 6, 4, 2, 3, 1, 0, 8, 9, 7)",10n31,-15,0,G193,G194,G193
G195,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(5, 4, 1, 3, 9, 2, 0, 8, 6, 7)",10n31,-15,2,--,--,G195
G196,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(4, 5, 2, 3, 9, 1, 0, 8, 6, 7)",10n31,-15,2,--,--,G196
G197,"(0, 8, 9, 6, 7, 5, 2, 4, 1, 3)","(6, 5, 4, 2, 3, 1, 8, 0, 7, 9)",10n31,-15,2,--,--,G197
G1192,"(0, 2, 3, 6, 4, 8, 5, 7, 9, 1)","(6, 7, 9, 1, 0, 3, 2, 4, 5, 8)",m10n31,5,0,G1192,G1192,G1192
G1193,"(0, 3, 2, 4, 7, 5, 6, 8, 9, 1)","(4, 7, 6, 8, 1, 9, 0, 3, 2, 5)",m10n31,5,0,G1193,G1193,G1193
G198,"(0, 9, 3, 6, 7, 5, 4, 8, 1, 2)","(4, 1, 7, 8, 0, 9, 6, 2, 3, 5)",10n32,-3,-2,--,--,G198
G199,"(0, 9, 1, 2, 8, 7, 4, 3, 5, 6)","(4, 3, 5, 0, 1, 9, 8, 6, 7, 2)",10n32,-3,-2,--,--,G199
G200,"(0, 1, 5, 4, 2, 3, 7, 9, 6, 8)","(7, 9, 0, 8, 6, 1, 2, 5, 4, 3)",10n32,-3,0,G201,G200,G201
G201,"(0, 8, 1, 2, 5, 6, 4, 3, 9, 7)","(4, 2, 3, 6, 7, 0, 9, 8, 5, 1)",10n32,-3,0,G200,G201,G200
G202,"(0, 1, 4, 8, 7, 5, 6, 9, 3, 2)","(7, 9, 0, 6, 3, 2, 4, 5, 1, 8)",10n32,-3,2,--,--,G202
G203,"(0, 1, 3, 2, 9, 8, 4, 5, 7, 6)","(4, 9, 0, 8, 7, 5, 6, 1, 3, 2)",10n32,-3,2,--,--,G203
G1194,"(0, 5, 6, 7, 9, 8, 4, 2, 3, 1)","(2, 1, 3, 5, 6, 0, 9, 7, 8, 4)",m10n32,-7,-2,--,--,G1194
G1195,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(4, 3, 7, 8, 1, 2, 0, 9, 5, 6)",m10n32,-7,0,G1196,G1195,G1196
G1196,"(0, 3, 4, 8, 7, 5, 6, 2, 1, 9)","(4, 5, 7, 6, 1, 9, 0, 8, 3, 2)",m10n32,-7,0,G1195,G1196,G1195
G1197,"(0, 8, 9, 7, 3, 2, 4, 5, 6, 1)","(7, 3, 4, 2, 1, 5, 6, 8, 0, 9)",m10n32,-7,2,--,--,G1197
G204,"(0, 3, 4, 7, 6, 5, 8, 9, 1, 2)","(4, 5, 1, 2, 9, 7, 0, 3, 6, 8)",10n33,-2,-1,--,--,G206
G205,"(0, 8, 9, 6, 7, 1, 3, 2, 4, 5)","(4, 1, 2, 0, 5, 6, 8, 7, 9, 3)",10n33,-2,-1,--,--,G205
G206,"(0, 2, 3, 6, 5, 7, 4, 8, 1, 9)","(4, 8, 1, 2, 9, 0, 6, 5, 7, 3)",10n33,-2,-1,--,--,G204
G207,"(0, 2, 1, 8, 4, 5, 3, 6, 9, 7)","(5, 6, 3, 2, 7, 9, 8, 0, 4, 1)",10n33,-2,-1,--,--,G212
G208,"(0, 3, 1, 7, 2, 6, 8, 9, 4, 5)","(4, 6, 5, 3, 9, 0, 1, 7, 8, 2)",10n33,-2,-1,--,--,G209
G209,"(0, 6, 4, 3, 5, 7, 1, 2, 8, 9)","(7, 2, 8, 6, 9, 4, 5, 0, 1, 3)",10n33,-2,-1,--,--,G208
G210,"(0, 1, 5, 4, 2, 3, 7, 8, 6, 9)","(7, 8, 9, 6, 5, 1, 2, 4, 0, 3)",10n33,-2,-1,--,--,G213
G211,"(0, 1, 4, 3, 2, 7, 8, 9, 5, 6)","(2, 8, 9, 5, 4, 0, 3, 6, 7, 1)",10n33,-2,-1,--,--,G211
G212,"(0, 5, 3, 4, 6, 8, 2, 7, 9, 1)","(2, 1, 7, 9, 0, 3, 5, 4, 6, 8)",10n33,-2,-1,--,--,G207
G213,"(0, 6, 4, 5, 7, 8, 9, 2, 3, 1)","(2, 1, 8, 9, 0, 6, 3, 4, 7, 5)",10n33,-2,-1,--,--,G210
G214,"(0, 8, 1, 5, 2, 4, 3, 6, 7, 9)","(6, 2, 4, 3, 9, 0, 7, 8, 1, 5)",10n33,-2,1,--,--,G219
G215,"(0, 1, 7, 8, 2, 4, 6, 5, 3, 9)","(6, 8, 9, 4, 5, 0, 3, 1, 7, 2)",10n33,-2,1,--,--,G222
G216,"(0, 3, 1, 2, 6, 7, 5, 4, 8, 9)","(6, 9, 5, 7, 8, 4, 3, 0, 1, 2)",10n33,-2,1,--,--,G223
G217,"(0, 1, 3, 2, 4, 8, 9, 6, 7, 5)","(2, 6, 8, 7, 9, 0, 5, 3, 4, 1)",10n33,-2,1,--,--,G217
G218,"(0, 8, 1, 4, 2, 3, 9, 6, 5, 7)","(6, 3, 7, 9, 8, 0, 5, 4, 1, 2)",10n33,-2,1,--,--,G220
G219,"(0, 1, 3, 4, 7, 6, 5, 8, 9, 2)","(4, 6, 9, 2, 5, 3, 0, 1, 7, 8)",10n33,-2,1,--,--,G214
G220,"(0, 2, 4, 9, 3, 5, 7, 8, 6, 1)","(3, 5, 7, 6, 8, 1, 2, 4, 0, 9)",10n33,-2,1,--,--,G218
G221,"(0, 1, 7, 8, 9, 4, 3, 2, 5, 6)","(5, 9, 0, 3, 6, 2, 1, 7, 8, 4)",10n33,-2,1,--,--,G221
G222,"(0, 1, 6, 7, 9, 3, 8, 4, 2, 5)","(3, 7, 8, 4, 5, 6, 2, 0, 9, 1)",10n33,-2,1,--,--,G215
G223,"(0, 8, 9, 2, 3, 4, 6, 7, 5, 1)","(6, 4, 7, 8, 5, 1, 2, 3, 0, 9)",10n33,-2,1,--,--,G216
G1198,"(0, 7, 5, 4, 8, 9, 3, 2, 6, 1)","(3, 2, 1, 6, 5, 7, 8, 4, 0, 9)",m10n33,-8,-1,--,--,G1198
G1199,"(0, 3, 2, 8, 7, 5, 6, 4, 9, 1)","(5, 6, 4, 3, 9, 8, 1, 0, 2, 7)",m10n33,-8,-1,--,--,G1199
G1200,"(0, 5, 9, 8, 2, 3, 7, 6, 4, 1)","(2, 1, 7, 3, 4, 6, 5, 0, 9, 8)",m10n33,-8,1,--,--,G1200
G1201,"(0, 2, 7, 5, 6, 4, 3, 9, 8, 1)","(4, 9, 1, 0, 3, 2, 8, 7, 5, 6)",m10n33,-8,1,--,--,G1201
G224,"(0, 8, 9, 1, 2, 5, 3, 4, 6, 7)","(6, 4, 7, 8, 0, 1, 9, 2, 3, 5)",10n34,3,0,G224,G224,G224
G1206,"(0, 2, 1, 9, 8, 5, 7, 6, 4, 3)","(4, 6, 3, 2, 0, 9, 1, 8, 7, 5)",m10n34,-13,-4,--,--,G1206
G1202,"(0, 6, 3, 7, 5, 4, 2, 9, 1, 8)","(4, 1, 9, 0, 8, 6, 7, 5, 3, 2)",m10n34,-13,-2,--,--,G1205
G1203,"(0, 7, 6, 4, 5, 3, 2, 9, 1, 8)","(2, 1, 9, 7, 0, 8, 4, 3, 6, 5)",m10n34,-13,-2,--,--,G1204
G1204,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(5, 1, 0, 8, 7, 2, 9, 6, 4, 3)",m10n34,-13,-2,--,--,G1203
G1205,"(0, 6, 9, 8, 5, 7, 3, 1, 4, 2)","(3, 2, 4, 1, 9, 0, 8, 6, 7, 5)",m10n34,-13,-2,--,--,G1202
G1207,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(7, 6, 2, 9, 1, 0, 5, 8, 4, 3)",m10n34,-13,0,G1213,G1213,G1207
G1208,"(0, 2, 9, 8, 5, 7, 4, 3, 6, 1)","(5, 6, 4, 1, 9, 3, 2, 0, 8, 7)",m10n34,-13,0,G1211,G1208,G1211
G1209,"(0, 3, 9, 2, 6, 5, 8, 4, 7, 1)","(6, 7, 5, 4, 3, 1, 2, 0, 9, 8)",m10n34,-13,0,G1212,G1209,G1212
G1210,"(0, 7, 8, 5, 3, 6, 4, 2, 9, 1)","(3, 2, 4, 1, 9, 0, 7, 6, 5, 8)",m10n34,-13,0,G1214,G1214,G1210
G1211,"(0, 2, 8, 7, 5, 9, 6, 4, 3, 1)","(4, 7, 6, 3, 1, 2, 0, 9, 5, 8)",m10n34,-13,0,G1208,G1211,G1208
G1212,"(0, 6, 9, 8, 2, 5, 1, 4, 3, 7)","(4, 2, 3, 1, 0, 9, 7, 8, 6, 5)",m10n34,-13,0,G1209,G1212,G1209
G1213,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 3, 9, 8, 2, 1, 7, 0, 5, 4)",m10n34,-13,0,G1207,G1207,G1213
G1214,"(0, 8, 9, 6, 5, 4, 7, 2, 1, 3)","(4, 2, 5, 3, 1, 8, 0, 9, 6, 7)",m10n34,-13,0,G1210,G1210,G1214
G1215,"(0, 7, 6, 5, 3, 4, 2, 1, 9, 8)","(5, 4, 2, 9, 6, 1, 0, 8, 7, 3)",m10n34,-13,2,--,--,G1218
G1216,"(0, 8, 1, 9, 5, 7, 4, 3, 6, 2)","(7, 5, 6, 4, 2, 3, 1, 8, 0, 9)",m10n34,-13,2,--,--,G1217
G1217,"(0, 7, 9, 6, 4, 3, 1, 5, 2, 8)","(6, 5, 3, 1, 2, 0, 8, 9, 7, 4)",m10n34,-13,2,--,--,G1216
G1218,"(0, 7, 9, 6, 5, 3, 4, 2, 1, 8)","(3, 2, 5, 4, 0, 8, 1, 9, 7, 6)",m10n34,-13,2,--,--,G1215
G1219,"(0, 9, 7, 6, 8, 5, 4, 2, 1, 3)","(8, 6, 5, 2, 4, 3, 1, 0, 7, 9)",m10n34,-13,4,--,--,G1219
G225,"(0, 4, 5, 3, 2, 1, 6, 8, 7, 9)","(8, 9, 1, 7, 0, 4, 3, 5, 2, 6)",10n35,-5,0,G226,?,?
G226,"(0, 2, 7, 6, 5, 3, 4, 8, 9, 1)","(3, 6, 4, 1, 8, 7, 9, 0, 2, 5)",10n35,-5,0,G225,?,?
G1220,"(0, 6, 5, 3, 1, 8, 2, 4, 7, 9)","(8, 9, 7, 6, 4, 3, 5, 0, 1, 2)",m10n35,-5,-2,--,--,G1223
G1221,"(0, 3, 6, 7, 5, 4, 2, 9, 1, 8)","(7, 8, 9, 1, 0, 6, 5, 3, 4, 2)",m10n35,-5,-2,--,--,G1224
G1222,"(0, 2, 6, 1, 7, 5, 8, 9, 4, 3)","(4, 8, 0, 3, 2, 9, 1, 6, 7, 5)",m10n35,-5,-2,--,--,G1225
G1223,"(0, 5, 7, 8, 6, 3, 4, 2, 1, 9)","(8, 9, 1, 4, 0, 5, 7, 6, 3, 2)",m10n35,-5,-2,--,--,G1220
G1224,"(0, 1, 9, 8, 4, 3, 5, 6, 7, 2)","(3, 5, 2, 0, 9, 7, 8, 1, 4, 6)",m10n35,-5,-2,--,--,G1221
G1225,"(0, 1, 4, 7, 5, 3, 2, 9, 6, 8)","(5, 9, 6, 0, 8, 7, 4, 3, 1, 2)",m10n35,-5,-2,--,--,G1222
G1226,"(0, 8, 7, 3, 5, 4, 6, 9, 1, 2)","(4, 1, 9, 8, 2, 7, 0, 3, 5, 6)",m10n35,-5,-2,--,--,G1227
G1227,"(0, 6, 5, 1, 4, 2, 3, 7, 9, 8)","(3, 9, 7, 6, 0, 5, 8, 1, 4, 2)",m10n35,-5,-2,--,--,G1226
G1228,"(0, 8, 9, 1, 6, 7, 2, 5, 4, 3)","(5, 2, 3, 7, 8, 4, 0, 1, 9, 6)",m10n35,-5,0,G1237,G1234,G1235
G1229,"(0, 1, 4, 3, 5, 2, 8, 7, 9, 6)","(2, 8, 9, 7, 0, 6, 4, 1, 5, 3)",m10n35,-5,0,G1233,G1229,G1233
G1230,"(0, 2, 9, 1, 8, 5, 7, 3, 4, 6)","(3, 7, 5, 6, 4, 0, 9, 8, 1, 2)",m10n35,-5,0,G1232,G1238,G1236
G1231,"(0, 1, 8, 9, 7, 5, 6, 2, 3, 4)","(2, 7, 6, 3, 0, 9, 4, 5, 8, 1)",m10n35,-5,0,G1239,G1231,G1239
G1232,"(0, 2, 3, 9, 1, 8, 5, 7, 4, 6)","(4, 5, 8, 7, 6, 2, 0, 1, 9, 3)",m10n35,-5,0,G1230,G1236,G1238
G1233,"(0, 4, 2, 1, 3, 8, 6, 5, 7, 9)","(6, 9, 8, 5, 7, 4, 2, 0, 1, 3)",m10n35,-5,0,G1229,G1233,G1229
G1234,"(0, 6, 2, 3, 1, 8, 7, 4, 5, 9)","(8, 9, 4, 7, 6, 5, 2, 0, 1, 3)",m10n35,-5,0,G1235,G1228,G1237
G1235,"(0, 8, 1, 4, 7, 6, 5, 2, 3, 9)","(6, 4, 5, 9, 0, 3, 8, 7, 1, 2)",m10n35,-5,0,G1234,G1237,G1228
G1236,"(0, 4, 1, 9, 7, 5, 8, 6, 2, 3)","(7, 8, 6, 2, 1, 0, 3, 4, 5, 9)",m10n35,-5,0,G1238,G1232,G1230
G1237,"(0, 1, 5, 3, 4, 8, 9, 2, 7, 6)","(2, 8, 9, 7, 0, 3, 6, 5, 4, 1)",m10n35,-5,0,G1228,G1235,G1234
G1238,"(0, 6, 4, 7, 5, 3, 1, 8, 2, 9)","(7, 8, 9, 2, 1, 0, 6, 4, 5, 3)",m10n35,-5,0,G1236,G1230,G1232
G1239,"(0, 1, 9, 7, 8, 5, 6, 2, 3, 4)","(2, 7, 6, 3, 0, 9, 4, 5, 8, 1)",m10n35,-5,0,G1231,G1239,G1231
G1240,"(0, 9, 4, 5, 8, 6, 2, 7, 1, 3)","(8, 6, 7, 2, 4, 1, 0, 3, 5, 9)",m10n35,-5,2,--,--,G1246
G1241,"(0, 2, 5, 7, 1, 8, 6, 4, 3, 9)","(7, 8, 9, 4, 6, 5, 3, 2, 0, 1)",m10n35,-5,2,--,--,G1244
G1242,"(0, 5, 6, 7, 9, 8, 4, 3, 1, 2)","(6, 8, 1, 4, 5, 3, 2, 0, 7, 9)",m10n35,-5,2,--,--,G1247
G1243,"(0, 1, 3, 6, 8, 7, 9, 5, 4, 2)","(6, 7, 9, 2, 5, 0, 4, 3, 1, 8)",m10n35,-5,2,--,--,G1245
G1244,"(0, 8, 7, 5, 6, 3, 1, 2, 4, 9)","(7, 6, 3, 2, 4, 9, 5, 8, 0, 1)",m10n35,-5,2,--,--,G1241
G1245,"(0, 9, 1, 5, 6, 4, 7, 3, 2, 8)","(6, 4, 7, 0, 3, 8, 2, 1, 9, 5)",m10n35,-5,2,--,--,G1243
G1246,"(0, 2, 9, 6, 5, 3, 1, 4, 7, 8)","(6, 7, 5, 4, 1, 0, 8, 2, 9, 3)",m10n35,-5,2,--,--,G1240
G1247,"(0, 7, 9, 6, 4, 3, 1, 2, 5, 8)","(6, 4, 5, 3, 2, 8, 7, 9, 0, 1)",m10n35,-5,2,--,--,G1242
G236,"(0, 6, 7, 9, 8, 5, 4, 2, 3, 1)","(2, 1, 3, 6, 0, 9, 7, 5, 8, 4)",10n36,-10,-3,--,--,?
G227,"(0, 9, 7, 8, 2, 1, 6, 4, 5, 3)","(6, 1, 0, 4, 5, 3, 2, 7, 9, 8)",10n36,-10,-1,--,--,G234
G228,"(0, 1, 9, 5, 3, 6, 8, 7, 4, 2)","(4, 7, 3, 2, 0, 1, 5, 9, 8, 6)",10n36,-10,-1,--,--,G231
G229,"(0, 8, 9, 7, 2, 1, 6, 4, 5, 3)","(4, 3, 5, 1, 0, 8, 9, 7, 2, 6)",10n36,-10,-1,--,--,?
G230,"(0, 6, 5, 7, 9, 8, 4, 1, 3, 2)","(3, 4, 8, 1, 2, 0, 9, 6, 7, 5)",10n36,-10,-1,--,--,G235
G231,"(0, 1, 9, 8, 4, 3, 5, 7, 6, 2)","(4, 5, 3, 0, 2, 6, 9, 1, 8, 7)",10n36,-10,-1,--,--,G228
